,x,pdf
0,0.0,0.0
1,14.014014014014014,0.00037786108764448103
2,28.02802802802803,0.0010687503800930504
3,42.04204204204204,0.0019634113198278916
4,56.05605605605606,0.0030228478514853835
5,70.07007007007007,0.004224514284479306
6,84.08408408408408,0.005553190101232217
7,98.0980980980981,0.006997692851084057
8,112.11211211211211,0.008549349467908824
9,126.12612612612612,0.010201173158852436
10,140.14014014014015,0.011947374907424759
11,154.15415415415416,0.01378305254646755
12,168.16816816816817,0.015703982082487068
13,182.18218218218217,0.017706471690673572
14,196.1961961961962,0.019787256065178487
15,210.21021021021022,0.021943417818872053
16,224.22422422422423,0.02417232762765188
17,238.23823823823824,0.026471597734293906
18,252.25225225225225,0.02883904520553875
19,266.26626626626626,0.031272662459372796
20,280.2802802802803,0.03377059331117988
21,294.2942942942943,0.03633111327715484
22,308.3083083083083,0.03895261320900683
23,322.32232232232235,0.04163358556891421
24,336.33633633633633,0.04437261282126261
25,350.35035035035037,0.047168357539256876
26,364.36436436436435,0.05001955391403618
27,378.3783783783784,0.05292500042079797
28,392.3923923923924,0.055883553447019584
29,406.4064064064064,0.05889412172657541
30,420.42042042042044,0.06195566145348504
31,434.4344344344344,0.06506717197241135
32,448.44844844844846,0.06822769196145956
33,462.4624624624625,0.07143629603747931
34,476.4764764764765,0.0746920917258112
35,490.4904904904905,0.07799421674589326
36,504.5045045045045,0.08134183657184305
37,518.5185185185185,0.08473414223342889
38,532.5325325325325,0.08817034832802564
39,546.5465465465466,0.09164969121844065
40,560.5605605605606,0.0951714273950632
41,574.5745745745746,0.09873483198377594
42,588.5885885885886,0.10233919738357453
43,602.6026026026026,0.10598383201995888
44,616.6166166166166,0.1096680592019541
45,630.6306306306307,0.11339121607214755
46,644.6446446446447,0.11715265264043405
47,658.6586586586586,0.12095173089328103
48,672.6726726726727,0.12478782397129057
49,686.6866866866867,0.1286603154086669
50,700.7007007007007,0.13256859842892105
51,714.7147147147148,0.13651207529176992
52,728.7287287287287,0.14049015668673662
53,742.7427427427427,0.1445022611694338
54,756.7567567567568,0.14854781463693317
55,770.7707707707708,0.15262624983899292
56,784.7847847847848,0.1567370059222377
57,798.7987987987988,0.16087952800467398
58,812.8128128128128,0.1650532667781783
59,826.8268268268268,0.16925767813681739
60,840.8408408408409,0.17349222282906565
61,854.8548548548549,0.17775636613215742
62,868.8688688688688,0.18204957754697595
63,882.8828828828829,0.18637133051202062
64,896.8968968968969,0.19072110213512342
65,910.910910910911,0.1950983729416984
66,924.924924924925,0.19950262663841478
67,938.9389389389389,0.20393334989127176
68,952.952952952953,0.2083900321171437
69,966.966966966967,0.21287216528793332
70,980.980980980981,0.21737924374654552
71,994.9949949949951,0.2219107640339517
72,1009.009009009009,0.2264662247266742
73,1023.023023023023,0.2310451262840698
74,1037.037037037037,0.23564697090484
75,1051.051051051051,0.24027126239223578
76,1065.065065065065,0.24491750602746684
77,1079.079079079079,0.24958520845085727
78,1093.093093093093,0.2542738775503249
79,1107.1071071071071,0.25898302235679016
80,1121.1211211211212,0.2637121529461476
81,1135.1351351351352,0.2684607803474592
82,1149.1491491491493,0.2732284164570498
83,1163.1631631631633,0.27801457395820844
84,1177.177177177177,0.28281876624621755
85,1191.1911911911911,0.2876405073584499
86,1205.2052052052052,0.2924793119092909
87,1219.2192192192192,0.29733469502965776
88,1233.2332332332332,0.30220617231090197
89,1247.2472472472473,0.3070932597528953
90,1261.2612612612613,0.3119954737161109
91,1275.2752752752754,0.31691233087752
92,1289.2892892892894,0.3218433481901427
93,1303.3033033033034,0.32678804284608975
94,1317.3173173173172,0.3317459322429528
95,1331.3313313313313,0.33671653395339934
96,1345.3453453453453,0.34169936569784365
97,1359.3593593593594,0.34669394532006687
98,1373.3733733733734,0.3516997907656695
99,1387.3873873873874,0.3567164200632455
100,1401.4014014014015,0.36174335130817004
101,1415.4154154154155,0.3667801026489032
102,1429.4294294294295,0.37182619227571295
103,1443.4434434434436,0.3768811384117273
104,1457.4574574574574,0.381944459306231
105,1471.4714714714714,0.3870156732301231
106,1485.4854854854855,0.39209429847345867
107,1499.4994994994995,0.3971798533450014
108,1513.5135135135135,0.4022718561737151
109,1527.5275275275276,0.4073698253121262
110,1541.5415415415416,0.4124732791414952
111,1555.5555555555557,0.41758173607873245
112,1569.5695695695697,0.4226947145850017
113,1583.5835835835837,0.42781173317595295
114,1597.5975975975975,0.4329323104335324
115,1611.6116116116116,0.43805596501931626
116,1625.6256256256256,0.44318221568931804
117,1639.6396396396397,0.4483105813102232
118,1653.6536536536537,0.45344058087700334
119,1667.6676676676677,0.4585717335318668
120,1681.6816816816818,0.46370355858450146
121,1695.6956956956958,0.4688355755335703
122,1709.7097097097098,0.4739673040894175
123,1723.7237237237239,0.4790982641979502
124,1737.7377377377377,0.4842279760656537
125,1751.7517517517517,0.4893559601857105
126,1765.7657657657658,0.49448173736518103
127,1779.7797797797798,0.49960482875321943
128,1793.7937937937938,0.5047247558702861
129,1807.8078078078079,0.5098410406383287
130,1821.821821821822,0.5149532054118985
131,1835.835835835836,0.5200607730101736
132,1849.84984984985,0.5251632667498591
133,1863.8638638638638,0.5302602104789353
134,1877.8778778778778,0.5353511286112268
135,1891.8918918918919,0.5404355461617651
136,1905.905905905906,0.5455129887829199
137,1919.91991991992,0.5505829828012687
138,1933.933933933934,0.5556450552551857
139,1947.947947947948,0.5606987339331198
140,1961.961961961962,0.5657435474125414
141,1975.975975975976,0.5707790250995313
142,1989.9899899899901,0.5758046972689912
143,2004.004004004004,0.5808200951054505
144,2018.018018018018,0.5858247507444501
145,2032.032032032032,0.5908181973144746
146,2046.046046046046,0.5957999689794233
147,2060.06006006006,0.6007696009815843
148,2074.074074074074,0.6057266296851025
149,2088.088088088088,0.610670592619914
150,2102.102102102102,0.6156010285261302
151,2116.1161161161162,0.6205174773988491
152,2130.13013013013,0.6254194805333765
153,2144.1441441441443,0.6303065805708356
154,2158.158158158158,0.6351783215441458
155,2172.1721721721724,0.6400342489243563
156,2186.186186186186,0.6448739096673058
157,2200.2002002002005,0.6496968522606025
158,2214.2142142142143,0.6545026267708938
159,2228.228228228228,0.6592907848914182
160,2242.2422422422424,0.6640608799898146
161,2256.256256256256,0.66881246715617
162,2270.2702702702704,0.6735451032512999
163,2284.2842842842842,0.6782583469552242
164,2298.2982982982985,0.6829517588158442
165,2312.3123123123123,0.6876249012977814
166,2326.3263263263266,0.6922773388313809
167,2340.3403403403404,0.696908637861847
168,2354.354354354354,0.7015183668985051
169,2368.3683683683685,0.7061060965641661
170,2382.3823823823823,0.7106713996445839
171,2396.3963963963965,0.7152138511379819
172,2410.4104104104103,0.719733028304639
173,2424.4244244244246,0.7242285107165164
174,2438.4384384384384,0.7286998803069091
175,2452.4524524524527,0.733146721420107
176,2466.4664664664665,0.7375686208610495
177,2480.4804804804808,0.7419651679449587
178,2494.4944944944946,0.7463359545469362
179,2508.5085085085084,0.750680575151506
180,2522.5225225225226,0.7549986269020927
181,2536.5365365365365,0.7592897096504115
182,2550.5505505505507,0.7635534260057681
183,2564.5645645645645,0.7677893813842409
184,2578.578578578579,0.7719971840577372
185,2592.5925925925926,0.7761764452029088
186,2606.606606606607,0.7803267789499108
187,2620.6206206206207,0.7844478024309878
188,2634.6346346346345,0.7885391358288786
189,2648.6486486486488,0.7926004024250191
190,2662.6626626626626,0.7966312286475311
191,2676.676676676677,0.8006312441189872
192,2690.6906906906906,0.8046000817039296
193,2704.704704704705,0.8085373775561391
194,2718.7187187187187,0.8124427711656302
195,2732.732732732733,0.8163159054053671
196,2746.746746746747,0.820156426577684
197,2760.7607607607606,0.8239639844603934
198,2774.774774774775,0.8277382323525748
199,2788.7887887887887,0.831478827120026
200,2802.802802802803,0.8351854292403675
201,2816.8168168168168,0.838857702847783
202,2830.830830830831,0.8424953157773883
203,2844.844844844845,0.8460979396092103
204,2858.858858858859,0.8496652497117706
